file,column,dtype,nullable,null_pct,distinct_values,sample_values,classification
careplans.csv,Id,str,False,0.0,195,aee7bbe1-0c45-c028-a083-5eb41838fd4b; aee7bbe1-0c45-c028-ad23-e425c74a7477; 46976cf7-b0bf-be20-784c-3d0f9f438ed9; aee7bbe1-0c45-c028-4692-5b47a2d24076; 46976cf7-b0bf-be20-dde9-4f0ae76d15bf,identifier|high_cardinality
careplans.csv,START,str,False,0.0,186,2019-09-16; 2020-10-16; 2016-12-29; 2024-12-03; 2023-02-10,date|high_cardinality
careplans.csv,STOP,str,True,51.7949,94,2019-11-10; 2020-11-26; 2017-01-24; 2025-01-29; 2023-02-27,identifier|date|high_cardinality
careplans.csv,PATIENT,str,False,0.0,51,aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; 46976cf7-b0bf-be20-39a5-9f425a52886d; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; 46976cf7-b0bf-be20-39a5-9f425a52886d,none
careplans.csv,ENCOUNTER,str,False,0.0,190,aee7bbe1-0c45-c028-00c6-a8d629cc445b; aee7bbe1-0c45-c028-61fc-d7fc6179a192; 46976cf7-b0bf-be20-a543-8d08997768a1; aee7bbe1-0c45-c028-ac66-9035fcc2e528; 46976cf7-b0bf-be20-a48d-07d497762769,high_cardinality
careplans.csv,CODE,int64,False,0.0,29,385691007; 385691007; 773513001; 385691007; 773513001,categorical|numeric
careplans.csv,DESCRIPTION,str,False,0.0,29,Fracture care (regime/therapy); Fracture care (regime/therapy); Physiotherapy care plan (record artifact); Fracture care (regime/therapy); Physiotherapy care plan (record artifact),categorical
careplans.csv,REASONCODE,float64,True,51.7949,31,65966004.0; 263102004.0; 44465007.0; 16114001.0; 44465007.0,categorical|numeric
careplans.csv,REASONDESCRIPTION,str,True,51.7949,31,Fracture of forearm (disorder); Fracture subluxation of wrist (disorder); Sprain of ankle (disorder); Fracture of ankle (disorder); Sprain of ankle (disorder),categorical
claims.csv,Id,str,False,0.0,5287,aee7bbe1-0c45-c028-6030-64ba0356be9a; aee7bbe1-0c45-c028-80b7-8c00d94d195a; aee7bbe1-0c45-c028-9b23-f9ff29497026; aee7bbe1-0c45-c028-654c-2f5345d71150; 5e688e99-61b3-5c88-822b-b3f9c786383a,identifier|high_cardinality
claims.csv,PATIENTID,str,False,0.0,58,aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; 5e688e99-61b3-5c88-3f60-21df8aaced27,categorical
claims.csv,PROVIDERID,str,False,0.0,143,9325eddd-ff80-356c-99e8-002b6f6fde4f; 9325eddd-ff80-356c-99e8-002b6f6fde4f; 9325eddd-ff80-356c-99e8-002b6f6fde4f; 43837f6a-b8e9-3f3d-9abb-90319a6d9cee; 716214ad-7326-385b-bf80-796e15f39b0f,categorical
claims.csv,PRIMARYPATIENTINSURANCEID,str,True,4.0855,9,b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4; df166300-5a78-3502-a46a-832842197811,categorical
claims.csv,SECONDARYPATIENTINSURANCEID,str,True,73.6145,1,b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4,categorical
claims.csv,DEPARTMENTID,int64,False,0.0,11,10; 10; 10; 4; 10,categorical|numeric
claims.csv,PATIENTDEPARTMENTID,int64,False,0.0,11,10; 10; 10; 4; 10,categorical|numeric
claims.csv,DIAGNOSIS1,int64,False,0.0,140,314529007; 410620009; 314529007; 125605004; 314529007,categorical|numeric
claims.csv,DIAGNOSIS2,float64,True,72.5364,105,125605004.0; 125605004.0; 125605004.0; 125605004.0; 66383009.0,numeric
claims.csv,DIAGNOSIS3,float64,True,89.7295,59,65966004.0; 65966004.0; 263102004.0; 263102004.0; 44465007.0,numeric
claims.csv,DIAGNOSIS4,float64,True,96.0091,21,1121000119107.0; 422650009.0; 1121000119107.0; 1.0939881000119104e+16; 1.0939881000119104e+16,categorical|numeric
claims.csv,DIAGNOSIS5,float64,True,98.6571,8,66383009.0; 424393004.0; 66383009.0; 66383009.0; 66383009.0,categorical|numeric
claims.csv,DIAGNOSIS6,float64,True,99.8865,4,66383009.0; 386661006.0; 56018004.0; 66383009.0; 386661006.0,categorical|numeric
claims.csv,DIAGNOSIS7,float64,True,99.9433,2,36955009.0; 43724002.0; 36955009.0,categorical|numeric
claims.csv,DIAGNOSIS8,float64,True,99.9433,2,840539006.0; 386661006.0; 840539006.0,categorical|numeric
claims.csv,REFERRINGPROVIDERID,float64,True,100.0,0,,numeric
claims.csv,APPOINTMENTID,str,False,0.0,3180,aee7bbe1-0c45-c028-e6a0-bcfc37b5a989; aee7bbe1-0c45-c028-3f6f-29191f5429b8; aee7bbe1-0c45-c028-8aa7-006b1a3c0b3b; aee7bbe1-0c45-c028-00c6-a8d629cc445b; 5e688e99-61b3-5c88-5079-3a0f17c72a8b,high_cardinality
claims.csv,CURRENTILLNESSDATE,str,False,0.0,2347,2016-10-11T15:59:53Z; 2017-10-17T15:59:53Z; 2018-10-23T15:59:53Z; 2019-09-16T15:59:53Z; 2016-11-22T12:57:16Z,date
claims.csv,SERVICEDATE,str,False,0.0,3136,2016-10-11T15:59:53Z; 2017-10-17T15:59:53Z; 2018-10-23T15:59:53Z; 2019-09-16T15:59:53Z; 2016-11-22T12:57:16Z,date|high_cardinality
claims.csv,SUPERVISINGPROVIDERID,str,False,0.0,143,9325eddd-ff80-356c-99e8-002b6f6fde4f; 9325eddd-ff80-356c-99e8-002b6f6fde4f; 9325eddd-ff80-356c-99e8-002b6f6fde4f; 43837f6a-b8e9-3f3d-9abb-90319a6d9cee; 716214ad-7326-385b-bf80-796e15f39b0f,categorical
claims.csv,STATUS1,str,False,0.0,2,CLOSED; CLOSED; CLOSED; CLOSED; CLOSED,categorical
claims.csv,STATUS2,str,True,26.3855,2,CLOSED; CLOSED; CLOSED; CLOSED; CLOSED,categorical
claims.csv,STATUSP,str,False,0.0,2,CLOSED; CLOSED; CLOSED; CLOSED; CLOSED,categorical
claims.csv,OUTSTANDING1,float64,False,0.0,5,0.0; 0.0; 0.0; 0.0; 0.0,categorical|numeric
claims.csv,OUTSTANDING2,float64,True,26.3855,4,0.0; 0.0; 0.0; 0.0; 0.0,categorical|numeric
claims.csv,OUTSTANDINGP,float64,False,0.0,4,0.0; 0.0; 0.0; 0.0; 0.0,categorical|numeric
claims.csv,LASTBILLEDDATE1,str,False,0.0,3179,2016-10-11T16:14:53Z; 2017-10-17T16:14:53Z; 2018-10-23T16:14:53Z; 2019-09-16T16:59:53Z; 2016-11-22T13:12:16Z,date|high_cardinality
claims.csv,LASTBILLEDDATE2,str,True,26.3855,2436,2016-10-11T16:14:53Z; 2017-10-17T16:14:53Z; 2018-10-23T16:14:53Z; 2019-09-16T16:59:53Z; 2016-11-22T13:12:16Z,date|high_cardinality
claims.csv,LASTBILLEDDATEP,str,False,0.0,3179,2016-10-11T16:14:53Z; 2017-10-17T16:14:53Z; 2018-10-23T16:14:53Z; 2019-09-16T16:59:53Z; 2016-11-22T13:12:16Z,date|high_cardinality
claims.csv,HEALTHCARECLAIMTYPEID1,int64,False,0.0,2,1; 1; 1; 2; 1,categorical|numeric
claims.csv,HEALTHCARECLAIMTYPEID2,int64,False,0.0,3,1; 1; 1; 2; 1,categorical|numeric
claims_transactions.csv,ID,str,False,0.0,44926,d61d0e13-b726-0573-7ea9-30cf0b3f8263; b23a1c27-6e4c-0ae8-0352-619e167f04c7; 6474384e-dc98-15d2-06a4-c33c2cfe0991; c8e8709d-b930-2bab-0d49-867859fc1325; 23a1c276-e4c0-aecd-3526-19e167f04cb2,identifier|high_cardinality
claims_transactions.csv,CLAIMID,str,False,0.0,5287,aee7bbe1-0c45-c028-6030-64ba0356be9a; aee7bbe1-0c45-c028-6030-64ba0356be9a; aee7bbe1-0c45-c028-6030-64ba0356be9a; aee7bbe1-0c45-c028-6030-64ba0356be9a; aee7bbe1-0c45-c028-6030-64ba0356be9a,none
claims_transactions.csv,CHARGEID,int64,False,0.0,44926,0; 1; 2; 3; 5,identifier|numeric|high_cardinality
claims_transactions.csv,PATIENTID,str,False,0.0,58,aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273,categorical
claims_transactions.csv,TYPE,str,False,0.0,4,CHARGE; TRANSFEROUT; TRANSFERIN; PAYMENT; CHARGE,categorical
claims_transactions.csv,AMOUNT,float64,True,54.2381,2181,136.8; 136.8; 136.0; 136.0; 136.8,numeric
claims_transactions.csv,METHOD,str,True,60.9558,5,CASH; CC; CHECK; CASH; CC,categorical
claims_transactions.csv,FROMDATE,str,False,0.0,8054,2016-10-11T15:59:53Z; 2016-10-11T15:59:53Z; 2016-10-11T15:59:53Z; 2016-10-11T15:59:53Z; 2016-10-11T15:59:53Z,date
claims_transactions.csv,TODATE,str,False,0.0,8804,2016-10-11T16:14:53Z; 2016-10-11T16:14:53Z; 2016-10-11T16:14:53Z; 2016-10-11T16:14:53Z; 1970-01-01T00:00:00Z,date
claims_transactions.csv,PLACEOFSERVICE,str,False,0.0,143,328f813e-4de8-3ec2-a113-43f3ddfb0b2a; 328f813e-4de8-3ec2-a113-43f3ddfb0b2a; 328f813e-4de8-3ec2-a113-43f3ddfb0b2a; 328f813e-4de8-3ec2-a113-43f3ddfb0b2a; 328f813e-4de8-3ec2-a113-43f3ddfb0b2a,categorical
claims_transactions.csv,PROCEDURECODE,int64,False,0.0,362,410620009; 410620009; 410620009; 410620009; 140,categorical|numeric
claims_transactions.csv,MODIFIER1,float64,True,100.0,0,,numeric
claims_transactions.csv,MODIFIER2,float64,True,100.0,0,,numeric
claims_transactions.csv,DIAGNOSISREF1,int64,False,0.0,1,1; 1; 1; 1; 1,categorical|numeric
claims_transactions.csv,DIAGNOSISREF2,float64,True,69.1404,1,2.0; 2.0; 2.0; 2.0; 2.0,categorical|numeric
claims_transactions.csv,DIAGNOSISREF3,float64,True,89.7565,1,3.0; 3.0; 3.0; 3.0; 3.0,categorical|numeric
claims_transactions.csv,DIAGNOSISREF4,float64,True,96.3162,1,4.0; 4.0; 4.0; 4.0; 4.0,categorical|numeric
claims_transactions.csv,UNITS,int64,False,0.0,1,1; 1; 1; 1; 1,categorical|numeric
claims_transactions.csv,DEPARTMENTID,int64,False,0.0,11,10; 10; 10; 10; 10,categorical|numeric
claims_transactions.csv,NOTES,str,False,0.0,366,Well child visit (procedure); Well child visit (procedure); Well child visit (procedure); Well child visit (procedure); Influenza  split virus  trivalent  PF,categorical
claims_transactions.csv,UNITAMOUNT,float64,False,0.0,1408,136.8; 0.0; 0.0; 0.0; 136.0,categorical|numeric
claims_transactions.csv,TRANSFEROUTID,float64,True,84.8061,6826,1.0; 6.0; 11.0; 16.0; 21.0,identifier|numeric|high_cardinality
claims_transactions.csv,TRANSFERTYPE,str,True,54.2381,3,1; p; 1; p; 1,categorical
claims_transactions.csv,PAYMENTS,float64,False,0.0,2404,0.0; 0.0; 0.0; 136.8; 0.0,numeric
claims_transactions.csv,ADJUSTMENTS,float64,False,0.0,1,0.0; 0.0; 0.0; 0.0; 0.0,categorical|numeric
claims_transactions.csv,TRANSFERS,float64,True,69.6123,1007,136.8; 136.8; 136.0; 136.0; 136.8,numeric
claims_transactions.csv,OUTSTANDING,float64,False,0.0,1098,0.0; 136.8; 136.8; 0.0; 0.0,categorical|numeric
claims_transactions.csv,APPOINTMENTID,str,False,0.0,3180,aee7bbe1-0c45-c028-e6a0-bcfc37b5a989; aee7bbe1-0c45-c028-e6a0-bcfc37b5a989; aee7bbe1-0c45-c028-e6a0-bcfc37b5a989; aee7bbe1-0c45-c028-e6a0-bcfc37b5a989; aee7bbe1-0c45-c028-e6a0-bcfc37b5a989,none
claims_transactions.csv,LINENOTE,float64,True,100.0,0,,numeric
claims_transactions.csv,PATIENTINSURANCEID,str,True,2.257,625,aee7bbe1-0c45-c028-9f64-c0a245050961; aee7bbe1-0c45-c028-9f64-c0a245050961; aee7bbe1-0c45-c028-9f64-c0a245050961; aee7bbe1-0c45-c028-9f64-c0a245050961; aee7bbe1-0c45-c028-9f64-c0a245050961,categorical
claims_transactions.csv,FEESCHEDULEID,int64,False,0.0,1,1; 1; 1; 1; 1,categorical|numeric
claims_transactions.csv,PROVIDERID,str,False,0.0,143,9325eddd-ff80-356c-99e8-002b6f6fde4f; 9325eddd-ff80-356c-99e8-002b6f6fde4f; 9325eddd-ff80-356c-99e8-002b6f6fde4f; 9325eddd-ff80-356c-99e8-002b6f6fde4f; 9325eddd-ff80-356c-99e8-002b6f6fde4f,categorical
claims_transactions.csv,SUPERVISINGPROVIDERID,str,False,0.0,143,9325eddd-ff80-356c-99e8-002b6f6fde4f; 9325eddd-ff80-356c-99e8-002b6f6fde4f; 9325eddd-ff80-356c-99e8-002b6f6fde4f; 9325eddd-ff80-356c-99e8-002b6f6fde4f; 9325eddd-ff80-356c-99e8-002b6f6fde4f,categorical
conditions.csv,START,str,False,0.0,1058,2016-10-11; 2018-10-23; 2019-09-16; 2019-09-16; 2016-11-22,date|high_cardinality
conditions.csv,STOP,str,True,28.8696,796,2017-10-17; 2018-10-23; 2019-11-10; 2019-11-10; 2018-12-04,date|high_cardinality
conditions.csv,PATIENT,str,False,0.0,58,aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; 5e688e99-61b3-5c88-3f60-21df8aaced27,categorical
conditions.csv,ENCOUNTER,str,False,0.0,1136,aee7bbe1-0c45-c028-e6a0-bcfc37b5a989; aee7bbe1-0c45-c028-8aa7-006b1a3c0b3b; aee7bbe1-0c45-c028-00c6-a8d629cc445b; aee7bbe1-0c45-c028-00c6-a8d629cc445b; 5e688e99-61b3-5c88-5079-3a0f17c72a8b,high_cardinality
conditions.csv,SYSTEM,str,False,0.0,1,SNOMED-CT; SNOMED-CT; SNOMED-CT; SNOMED-CT; SNOMED-CT,categorical
conditions.csv,CODE,int64,False,0.0,160,314529007; 314529007; 125605004; 65966004; 314529007,numeric
conditions.csv,DESCRIPTION,str,False,0.0,160,Medication review due (situation); Medication review due (situation); Fracture of bone (disorder); Fracture of forearm (disorder); Medication review due (situation),none
devices.csv,START,str,False,0.0,248,2020-11-10T18:15:24Z; 2017-12-05T15:09:30Z; 2019-12-17T15:07:42Z; 2020-12-22T14:27:25Z; 2018-08-08T15:53:37Z,date|high_cardinality
devices.csv,STOP,str,True,30.3571,172,2020-11-10T18:15:24Z; 2017-12-05T15:09:30Z; 2019-12-17T15:07:42Z; 2020-12-22T14:27:25Z; 2021-04-13T15:19:55Z,date|high_cardinality
devices.csv,PATIENT,str,False,0.0,54,aee7bbe1-0c45-c028-1e62-1f4cdb30c273; 5e688e99-61b3-5c88-3f60-21df8aaced27; 5e688e99-61b3-5c88-3f60-21df8aaced27; 5e688e99-61b3-5c88-3f60-21df8aaced27; 46976cf7-b0bf-be20-39a5-9f425a52886d,none
devices.csv,ENCOUNTER,str,False,0.0,227,aee7bbe1-0c45-c028-30f7-7094a1e9365f; 5e688e99-61b3-5c88-7b3b-304d85c78dfd; 5e688e99-61b3-5c88-95d6-e9d69d631f10; 5e688e99-61b3-5c88-a034-24049cd6b078; 46976cf7-b0bf-be20-5ebb-358014cdc1bc,high_cardinality
devices.csv,CODE,int64,False,0.0,16,706298007; 706298007; 706298007; 706298007; 225738002,categorical|numeric
devices.csv,DESCRIPTION,str,False,0.0,16,Dental x-ray system (physical object); Dental x-ray system (physical object); Dental x-ray system (physical object); Dental x-ray system (physical object); Operating room (environment),categorical
devices.csv,UDI,str,False,0.0,280,(01)51793621209144(11)201020(17)451104(10)30067909324(21)994466156363189914; (01)74652970596194(11)171114(17)421129(10)5480274535(21)49933543461788; (01)85819283249971(11)191126(17)441210(10)58437242419416(21)739100517343839195; (01)78831552715081(11)201201(17)451216(10)36586060(21)22137837; (01)75140285814935(11)180718(17)430802(10)723036(21)6185815500483515,identifier|high_cardinality
encounters.csv,Id,str,False,0.0,3180,aee7bbe1-0c45-c028-e6a0-bcfc37b5a989; aee7bbe1-0c45-c028-3f6f-29191f5429b8; aee7bbe1-0c45-c028-8aa7-006b1a3c0b3b; aee7bbe1-0c45-c028-00c6-a8d629cc445b; 5e688e99-61b3-5c88-5079-3a0f17c72a8b,identifier|high_cardinality
encounters.csv,START,str,False,0.0,3136,2016-10-11T15:59:53Z; 2017-10-17T15:59:53Z; 2018-10-23T15:59:53Z; 2019-09-16T15:59:53Z; 2016-11-22T12:57:16Z,identifier|date|high_cardinality
encounters.csv,STOP,str,False,0.0,3179,2016-10-11T16:14:53Z; 2017-10-17T16:14:53Z; 2018-10-23T16:14:53Z; 2019-09-16T16:59:53Z; 2016-11-22T13:12:16Z,identifier|date|high_cardinality
encounters.csv,PATIENT,str,False,0.0,58,aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; 5e688e99-61b3-5c88-3f60-21df8aaced27,categorical
encounters.csv,ORGANIZATION,str,False,0.0,143,328f813e-4de8-3ec2-a113-43f3ddfb0b2a; 328f813e-4de8-3ec2-a113-43f3ddfb0b2a; 328f813e-4de8-3ec2-a113-43f3ddfb0b2a; ec7e487e-7e78-3eac-a9ee-37f8de98a0f9; dd3307db-114c-3f11-be44-a9eef6bb3fc5,categorical
encounters.csv,PROVIDER,str,False,0.0,143,9325eddd-ff80-356c-99e8-002b6f6fde4f; 9325eddd-ff80-356c-99e8-002b6f6fde4f; 9325eddd-ff80-356c-99e8-002b6f6fde4f; 43837f6a-b8e9-3f3d-9abb-90319a6d9cee; 716214ad-7326-385b-bf80-796e15f39b0f,categorical
encounters.csv,PAYER,str,False,0.0,10,b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4; df166300-5a78-3502-a46a-832842197811,categorical
encounters.csv,ENCOUNTERCLASS,str,False,0.0,10,wellness; wellness; wellness; emergency; wellness,categorical
encounters.csv,CODE,int64,False,0.0,43,410620009; 410620009; 410620009; 50849002; 410620009,categorical|numeric
encounters.csv,DESCRIPTION,str,False,0.0,43,Well child visit (procedure); Well child visit (procedure); Well child visit (procedure); Emergency room admission (procedure); Well child visit (procedure),categorical
encounters.csv,BASE_ENCOUNTER_COST,float64,False,0.0,11,136.8; 136.8; 136.8; 146.18; 136.8,categorical|numeric
encounters.csv,TOTAL_CLAIM_COST,float64,False,0.0,1087,347.38; 706.8; 514.03; 1008.98; 272.8,numeric
encounters.csv,PAYER_COVERAGE,float64,False,0.0,1198,0.0; 0.0; 0.0; 0.0; 172.8,numeric
encounters.csv,REASONCODE,float64,True,34.717,90,125605004.0; 65966004.0; 125605004.0; 66383009.0; 263102004.0,categorical|numeric
encounters.csv,REASONDESCRIPTION,str,True,34.717,90,Fracture of bone (disorder); Fracture of forearm (disorder); Fracture of bone (disorder); Gingivitis (disorder); Fracture subluxation of wrist (disorder),categorical
imaging_studies.csv,Id,str,False,0.0,208,aee7bbe1-0c45-c028-edda-270089d8183e; aee7bbe1-0c45-c028-ec28-c9425fe5b331; aee7bbe1-0c45-c028-f65f-392ad7c1ac0e; 5e688e99-61b3-5c88-f226-783fd97ef1d3; 5e688e99-61b3-5c88-f16b-7c61ede56456,high_cardinality
imaging_studies.csv,DATE,str,False,0.0,207,2019-09-16T15:59:53Z; 2020-10-16T16:31:45Z; 2020-11-10T18:15:24Z; 2017-12-05T15:09:30Z; 2019-12-17T15:07:42Z,date|high_cardinality
imaging_studies.csv,PATIENT,str,False,0.0,51,aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; 5e688e99-61b3-5c88-3f60-21df8aaced27; 5e688e99-61b3-5c88-3f60-21df8aaced27,none
imaging_studies.csv,ENCOUNTER,str,False,0.0,194,aee7bbe1-0c45-c028-00c6-a8d629cc445b; aee7bbe1-0c45-c028-61fc-d7fc6179a192; aee7bbe1-0c45-c028-30f7-7094a1e9365f; 5e688e99-61b3-5c88-7b3b-304d85c78dfd; 5e688e99-61b3-5c88-95d6-e9d69d631f10,high_cardinality
imaging_studies.csv,SERIES_UID,str,False,0.0,208,1.2.840.99999999.1.63289205.1568649593351; 1.2.840.99999999.1.15541433.1602865905351; 1.2.840.99999999.1.13786279.1605032124351; 1.2.840.99999999.1.94811367.1512486570781; 1.2.840.99999999.1.85336682.1576595262781,high_cardinality
imaging_studies.csv,BODYSITE_CODE,int64,False,0.0,9,40983000; 8205005; 700016008; 700016008; 700016008,categorical|numeric
imaging_studies.csv,BODYSITE_DESCRIPTION,str,False,0.0,9,Structure of upper extremity between shoulder and elbow (body structure); Wrist region structure (body structure); Structure of region of internal part of mouth (body structure); Structure of region of internal part of mouth (body structure); Structure of region of internal part of mouth (body structure),categorical
imaging_studies.csv,MODALITY_CODE,str,False,0.0,5,DX; DX; DX; DX; DX,categorical
imaging_studies.csv,MODALITY_DESCRIPTION,str,False,0.0,5,Digital Radiography; Digital Radiography; Digital Radiography; Digital Radiography; Digital Radiography,categorical
imaging_studies.csv,INSTANCE_UID,str,False,0.0,258,1.2.840.99999999.1.1.21897549.1568649593351; 1.2.840.99999999.1.1.86421687.1602865905351; 1.2.840.99999999.1.1.51329681.1605032124351; 1.2.840.99999999.1.1.76222626.1512486570781; 1.2.840.99999999.1.1.90503213.1576595262781,identifier|high_cardinality
imaging_studies.csv,SOP_CODE,str,False,0.0,5,1.2.840.10008.5.1.4.1.1.1.1; 1.2.840.10008.5.1.4.1.1.1.1; 1.2.840.10008.5.1.4.1.1.1.3; 1.2.840.10008.5.1.4.1.1.1.3; 1.2.840.10008.5.1.4.1.1.1.3,categorical
imaging_studies.csv,SOP_DESCRIPTION,str,False,0.0,6,Digital X-Ray Image Storage; Digital X-Ray Image Storage; Digital Intra-Oral X-Ray Image Storage - For Presentation; Digital Intra-Oral X-Ray Image Storage - For Presentation; Digital Intra-Oral X-Ray Image Storage - For Presentation,categorical
imaging_studies.csv,PROCEDURE_CODE,int64,False,0.0,11,713026007; 713024005; 241046008; 241046008; 241046008,categorical|numeric
immunizations.csv,DATE,str,False,0.0,587,2016-10-11T15:59:53Z; 2017-10-17T15:59:53Z; 2018-10-23T15:59:53Z; 2019-10-29T15:59:53Z; 2016-11-22T12:57:16Z,date|high_cardinality
immunizations.csv,PATIENT,str,False,0.0,58,aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; 5e688e99-61b3-5c88-3f60-21df8aaced27,none
immunizations.csv,ENCOUNTER,str,False,0.0,589,aee7bbe1-0c45-c028-e6a0-bcfc37b5a989; aee7bbe1-0c45-c028-3f6f-29191f5429b8; aee7bbe1-0c45-c028-8aa7-006b1a3c0b3b; aee7bbe1-0c45-c028-703b-91d77951d072; 5e688e99-61b3-5c88-5079-3a0f17c72a8b,high_cardinality
immunizations.csv,CODE,int64,False,0.0,20,140; 140; 140; 140; 140,categorical|numeric
immunizations.csv,DESCRIPTION,str,False,0.0,20,Influenza  split virus  trivalent  PF; Influenza  split virus  trivalent  PF; Influenza  split virus  trivalent  PF; Influenza  split virus  trivalent  PF; Influenza  split virus  trivalent  PF,categorical
immunizations.csv,BASE_COST,float64,False,0.0,1,136.0; 136.0; 136.0; 136.0; 136.0,categorical|numeric
medications.csv,START,str,False,0.0,1447,2019-09-16T16:31:45Z; 2020-10-16T16:55:22Z; 2017-12-05T15:49:12Z; 2016-12-29T13:19:22Z; 2019-12-17T15:58:01Z,date|high_cardinality
medications.csv,STOP,str,True,7.6412,1367,2019-11-10T16:31:45Z; 2020-11-26T16:55:22Z; 2017-12-05T15:49:12Z; 2017-01-24T13:19:22Z; 2019-12-17T15:58:01Z,date|high_cardinality
medications.csv,PATIENT,str,False,0.0,55,aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; 5e688e99-61b3-5c88-3f60-21df8aaced27; 46976cf7-b0bf-be20-39a5-9f425a52886d; 5e688e99-61b3-5c88-3f60-21df8aaced27,categorical
medications.csv,PAYER,str,False,0.0,10,b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4; df166300-5a78-3502-a46a-832842197811; 26aab0cd-6aba-3e1b-ac5b-05c8867e762c; df166300-5a78-3502-a46a-832842197811,categorical
