organization_key,organization_name,encounter_date_key,encounter_date,encounter_class,encounter_count,unique_patients,average_duration_minutes,median_duration_minutes,inpatient_count,emergency_count,total_claim_cost,payer_coverage,patient_responsibility,provider_count
1100386330438199965,WALTHAM WESTON INTERNAL MEDICINE ASSOCIATES  P.C.,19640131,1964-01-31,wellness,1,1,52.266666666666666,52.266666666666666,0,0,849.22,0.00,849.22,1
332886644979055046,MILFORD REGIONAL MEDICAL CENTER,19640829,1964-08-29,ambulatory,1,1,15.0,15.0,0,0,85.55,35.55,50.00,1
790885867393293671,DUTTON FAMILY CARE ASSOCIATES LLP,19640903,1964-09-03,wellness,1,1,15.0,15.0,0,0,347.38,0.00,347.38,1
537663206495302230,MELROSE FAMILY OPTICIANS LLC,19650227,1965-02-27,wellness,1,1,59.016666666666666,59.016666666666666,0,0,919.90,0.00,919.90,1
814284400183858824,PRIMARY CARE NORTH PC,19650227,1965-02-27,wellness,3,3,46.25555555555555,47.583333333333336,0,0,2192.30,0.00,2192.30,1
164982158369714689,A&A HEALTHCARE LLC,19650728,1965-07-28,wellness,2,2,48.099999999999994,48.099999999999994,0,0,2509.62,2209.62,300.00,1
496794533100234578,WELLNESS ON WHEELS PC,19650728,1965-07-28,wellness,1,1,57.65,57.65,0,0,778.78,628.78,150.00,1
679818074188163933,ARBOUR-FULLER HOSPITAL,19650831,1965-08-31,ambulatory,1,1,15.0,15.0,0,0,92.93,42.93,50.00,1
814284400183858824,PRIMARY CARE NORTH PC,19660305,1966-03-05,wellness,1,1,55.11666666666667,55.11666666666667,0,0,1108.71,0.00,1108.71,1
1100386330438199965,WALTHAM WESTON INTERNAL MEDICINE ASSOCIATES  P.C.,19670203,1967-02-03,wellness,1,1,33.96666666666667,33.96666666666667,0,0,1075.86,0.00,1075.86,1
909182873596142954,SOUTHCOAST HOSPITAL GROUP  INC,19670705,1967-07-05,ambulatory,1,1,15.0,15.0,0,0,85.55,35.55,50.00,1
909182873596142954,SOUTHCOAST HOSPITAL GROUP  INC,19670718,1967-07-18,ambulatory,1,1,15.0,15.0,0,0,85.55,35.55,50.00,1
164982158369714689,A&A HEALTHCARE LLC,19670802,1967-08-02,wellness,1,1,43.28333333333333,43.28333333333333,0,0,1339.09,1189.09,150.00,1
496794533100234578,WELLNESS ON WHEELS PC,19680814,1968-08-14,wellness,1,1,39.016666666666666,39.016666666666666,0,0,849.22,699.22,150.00,1
50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),19690308,1969-03-08,wellness,1,1,55.18333333333333,55.18333333333333,0,0,778.78,0.00,778.78,1
814284400183858824,PRIMARY CARE NORTH PC,19690308,1969-03-08,wellness,1,1,42.68333333333333,42.68333333333333,0,0,778.78,0.00,778.78,1
164982158369714689,A&A HEALTHCARE LLC,19690820,1969-08-20,wellness,1,1,47.15,47.15,0,0,860.16,710.16,150.00,1
476697113556229311,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,19710809,1971-08-09,ambulatory,1,1,15.0,15.0,0,0,85.55,68.44,17.11,1
476697113556229311,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,19710828,1971-08-28,ambulatory,1,1,15.0,15.0,0,0,85.55,68.44,17.11,1
496794533100234578,WELLNESS ON WHEELS PC,19710901,1971-09-01,wellness,1,1,54.65,54.65,0,0,778.78,664.33,114.45,1
428720615426329859,COUNTRY CENTER FOR HEALTH & REHABILITATION,19720304,1972-03-04,emergency,1,1,60.0,60.0,0,1,146.18,0.00,146.18,1
814284400183858824,PRIMARY CARE NORTH PC,19720311,1972-03-11,wellness,1,1,40.416666666666664,40.416666666666664,0,0,1567.00,0.00,1567.00,1
909182873596142954,SOUTHCOAST HOSPITAL GROUP  INC,19720515,1972-05-15,ambulatory,1,1,15.0,15.0,0,0,85.55,0.00,85.55,1
395615810080261442,ANNA JAQUES HOSPITAL SUBACUTE UNIT,19720531,1972-05-31,ambulatory,1,1,64.81666666666666,64.81666666666666,0,0,1018.55,0.00,1018.55,1
132019786462314408,DAVIS SQUARE FAMILY PRACTICE,19730823,1973-08-23,wellness,1,1,15.0,15.0,0,0,783.90,633.90,150.00,1
476697113556229311,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,19731031,1973-10-31,ambulatory,1,1,15.0,15.0,0,0,516.95,0.00,516.95,1
814284400183858824,PRIMARY CARE NORTH PC,19750315,1975-03-15,wellness,1,1,35.0,35.0,0,0,994.48,0.00,994.48,1
476697113556229311,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,19750525,1975-05-25,outpatient,1,1,15.0,15.0,0,0,516.95,413.56,103.39,1
723111811226363721,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,19760328,1976-03-28,emergency,1,1,95.13333333333334,95.13333333333334,0,1,6079.78,0.00,6079.78,1
622746900524004548,WHITTIER REHABILTATION HOSPITAL,19760608,1976-06-08,ambulatory,1,1,20.433333333333334,20.433333333333334,0,0,187.44,0.00,187.44,1
622746900524004548,WHITTIER REHABILTATION HOSPITAL,19760619,1976-06-19,outpatient,1,1,54.65,54.65,0,0,652.95,0.00,652.95,1
496794533100234578,WELLNESS ON WHEELS PC,19760929,1976-09-29,wellness,1,1,55.96666666666667,55.96666666666667,0,0,1161.22,1098.02,63.20,1
790885867393293671,DUTTON FAMILY CARE ASSOCIATES LLP,19761111,1976-11-11,wellness,1,1,41.06666666666667,41.06666666666667,0,0,704.20,0.00,704.20,1
814284400183858824,PRIMARY CARE NORTH PC,19780318,1978-03-18,wellness,1,1,32.46666666666667,32.46666666666667,0,0,994.48,615.67,378.81,1
622746900524004548,WHITTIER REHABILTATION HOSPITAL,19780401,1978-04-01,ambulatory,1,1,228.73333333333332,228.73333333333332,0,0,3105.35,2484.28,621.07,1
622746900524004548,WHITTIER REHABILTATION HOSPITAL,19780407,1978-04-07,ambulatory,1,1,15.0,15.0,0,0,85.55,68.44,17.11,1
132019786462314408,DAVIS SQUARE FAMILY PRACTICE,19780921,1978-09-21,wellness,1,1,34.86666666666667,34.86666666666667,0,0,1567.00,1417.00,150.00,1
164982158369714689,A&A HEALTHCARE LLC,19781011,1978-10-11,wellness,1,1,41.96666666666667,41.96666666666667,0,0,1865.32,1715.32,150.00,1
742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,19781101,1978-11-01,ambulatory,1,1,15.0,15.0,0,0,85.55,35.55,50.00,1
679818074188163933,ARBOUR-FULLER HOSPITAL,19790418,1979-04-18,outpatient,1,1,36.5,36.5,0,0,1515.74,1465.74,50.00,1
622746900524004548,WHITTIER REHABILTATION HOSPITAL,19791208,1979-12-08,outpatient,1,1,30.7,30.7,0,0,652.95,337.73,315.22,1
622746900524004548,WHITTIER REHABILTATION HOSPITAL,19791215,1979-12-15,ambulatory,1,1,18.033333333333335,18.033333333333335,0,0,775.79,620.63,155.16,1
623047219859228790,GARDEN STATE HEALTHCARE ASSOCIATES LLC,19800307,1980-03-07,wellness,1,1,55.71666666666667,55.71666666666667,0,0,977.85,0.00,977.85,1
723111811226363721,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,19800526,1980-05-26,emergency,1,1,149.6,149.6,0,1,7503.03,5816.02,1687.01,1
723111811226363721,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,19801102,1980-11-02,emergency,1,1,142.63333333333333,142.63333333333333,0,1,4407.08,3525.66,881.42,1
622746900524004548,WHITTIER REHABILTATION HOSPITAL,19801216,1980-12-16,outpatient,1,1,15.0,15.0,0,0,142.58,114.06,28.52,1
622746900524004548,WHITTIER REHABILTATION HOSPITAL,19801227,1980-12-27,outpatient,1,1,73.0,73.0,0,0,5809.47,4647.57,1161.90,1
537663206495302230,MELROSE FAMILY OPTICIANS LLC,19810321,1981-03-21,wellness,1,1,53.166666666666664,53.166666666666664,0,0,998.38,0.00,998.38,1
814284400183858824,PRIMARY CARE NORTH PC,19810321,1981-03-21,wellness,1,1,31.816666666666666,31.816666666666666,0,0,853.36,496.28,357.08,1
622746900524004548,WHITTIER REHABILTATION HOSPITAL,19810404,1981-04-04,ambulatory,1,1,200.85,200.85,0,0,3105.35,2484.28,621.07,1
742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,19820708,1982-07-08,ambulatory,1,1,61.65,61.65,0,0,948.35,898.35,50.00,1
742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,19820802,1982-08-02,inpatient,1,1,1440.0,1440.0,1,0,1032.34,997.34,35.00,1
679818074188163933,ARBOUR-FULLER HOSPITAL,19821222,1982-12-22,outpatient,1,1,33.833333333333336,33.833333333333336,0,0,740.69,690.69,50.00,1
969560228442772145,FAMILY PRACTICE GROUP PC,19830302,1983-03-02,wellness,1,1,40.46666666666667,40.46666666666667,0,0,704.20,554.20,150.00,1
694540912856437675,PULMONARY INTERNISTS AND CONSULTANTS PC,19830705,1983-07-05,wellness,1,1,43.983333333333334,43.983333333333334,0,0,704.20,0.00,704.20,1
919548777387151765,SOUTH SHORE CENTER FOR WELLNESS LTD,19830716,1983-07-16,wellness,1,1,34.28333333333333,34.28333333333333,0,0,704.20,0.00,704.20,1
815218868737845247,Causeway OPC,19830728,1983-07-28,wellness,1,1,30.15,30.15,0,0,778.78,0.00,778.78,1
496794533100234578,WELLNESS ON WHEELS PC,19831109,1983-11-09,wellness,1,1,36.983333333333334,36.983333333333334,0,0,791.94,718.83,73.11,1
1053862909723414558,COMPASSIONATE HEALTH CARE GROUP LLC,19831114,1983-11-14,wellness,1,1,19.2,19.2,0,0,1567.00,1417.00,150.00,1
622746900524004548,WHITTIER REHABILTATION HOSPITAL,19840308,1984-03-08,ambulatory,1,1,15.0,15.0,0,0,85.55,0.00,85.55,1
389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,19840316,1984-03-16,outpatient,1,1,31.916666666666668,31.916666666666668,0,0,802.11,0.00,802.11,1
622746900524004548,WHITTIER REHABILTATION HOSPITAL,19840317,1984-03-17,outpatient,1,1,46.65,46.65,0,0,652.95,446.12,206.83,1
50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),19840324,1984-03-24,wellness,1,1,39.5,39.5,0,0,1786.60,0.00,1786.60,1
537663206495302230,MELROSE FAMILY OPTICIANS LLC,19840324,1984-03-24,wellness,1,1,53.46666666666667,53.46666666666667,0,0,853.36,0.00,853.36,1
814284400183858824,PRIMARY CARE NORTH PC,19840324,1984-03-24,wellness,2,2,37.141666666666666,37.141666666666666,0,0,1914.38,908.48,1005.90,1
622746900524004548,WHITTIER REHABILTATION HOSPITAL,19840331,1984-03-31,ambulatory,1,1,506.6,506.6,0,0,5262.35,4209.88,1052.47,1
723111811226363721,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,19840716,1984-07-16,emergency,1,1,123.85,123.85,0,1,17189.78,13751.82,3437.96,1
723111811226363721,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,19840828,1984-08-28,emergency,1,1,129.56666666666666,129.56666666666666,0,1,10317.26,8253.80,2063.46,1
1053862909723414558,COMPASSIONATE HEALTH CARE GROUP LLC,19841119,1984-11-19,wellness,1,1,54.45,54.45,0,0,704.20,554.20,150.00,1
44021524391093165,DIGNITY HOSPICE CARE INC,19850406,1985-04-06,hospice,1,1,37693.416666666664,37693.416666666664,0,0,11353.93,8896.74,2457.19,1
814284400183858824,PRIMARY CARE NORTH PC,19850504,1985-05-04,wellness,1,1,15.0,15.0,0,0,211.38,169.10,42.28,1
132019786462314408,DAVIS SQUARE FAMILY PRACTICE,19851003,1985-10-03,wellness,1,1,51.55,51.55,0,0,1058.12,908.12,150.00,1
1053862909723414558,COMPASSIONATE HEALTH CARE GROUP LLC,19851125,1985-11-25,wellness,1,1,46.63333333333333,46.63333333333333,0,0,704.20,554.20,150.00,1
703727186913582450,ASSOCIATED INTERNISTS OF RANDOLPH  INC.,19860406,1986-04-06,wellness,1,1,21.75,21.75,0,0,994.48,0.00,994.48,1
790885867393293671,DUTTON FAMILY CARE ASSOCIATES LLP,19861127,1986-11-27,wellness,1,1,36.13333333333333,36.13333333333333,0,0,1641.58,0.00,1641.58,1
441536440845856287,WELLESLEY FAMILY CARE ASSOCIATES  PC,19861212,1986-12-12,wellness,1,1,59.43333333333333,59.43333333333333,0,0,778.78,0.00,778.78,1
363458983347729064,Fitchburg Outpatient Clinic,19861223,1986-12-23,ambulatory,1,1,243.75,243.75,0,0,1444.46,0.00,1444.46,1
363458983347729064,Fitchburg Outpatient Clinic,19861228,1986-12-28,inpatient,1,1,1440.0,1440.0,1,0,42605.37,28918.90,13686.47,1
1037822919216517364,ANNA JAQUES HOSPITAL SUBACUTE UNIT,19870410,1987-04-10,ambulatory,1,1,15.0,15.0,0,0,85.55,0.00,85.55,1
137002283324145083,STURDY MEMORIAL HOSPITAL INC,19870420,1987-04-20,ambulatory,1,1,15.0,15.0,0,0,85.55,68.44,17.11,1
1037822919216517364,ANNA JAQUES HOSPITAL SUBACUTE UNIT,19870502,1987-05-02,ambulatory,1,1,34.8,34.8,0,0,516.95,0.00,516.95,1
137002283324145083,STURDY MEMORIAL HOSPITAL INC,19870503,1987-05-03,ambulatory,1,1,39.583333333333336,39.583333333333336,0,0,516.95,413.56,103.39,1
815218868737845247,Causeway OPC,19870806,1987-08-06,wellness,1,1,54.43333333333333,54.43333333333333,0,0,1159.14,0.00,1159.14,1
164982158369714689,A&A HEALTHCARE LLC,19871202,1987-12-02,wellness,1,1,38.31666666666667,38.31666666666667,0,0,1284.76,1249.76,35.00,1
683258316057948949,STEWARD ST. ANNES HOSPITAL CORPORATION,19871215,1987-12-15,ambulatory,1,1,15.0,15.0,0,0,85.55,0.00,85.55,1
683258316057948949,STEWARD ST. ANNES HOSPITAL CORPORATION,19871228,1987-12-28,ambulatory,1,1,29.216666666666665,29.216666666666665,0,0,516.95,0.00,516.95,1
703727186913582450,ASSOCIATED INTERNISTS OF RANDOLPH  INC.,19880417,1988-04-17,wellness,1,1,49.81666666666667,49.81666666666667,0,0,1501.07,242.36,1258.71,1
389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,19881120,1988-11-20,ambulatory,1,1,64.56666666666666,64.56666666666666,0,0,948.35,55.39,892.96,1
164982158369714689,A&A HEALTHCARE LLC,19881207,1988-12-07,wellness,1,1,32.95,32.95,0,0,1216.98,1181.98,35.00,1
441536440845856287,WELLESLEY FAMILY CARE ASSOCIATES  PC,19881216,1988-12-16,wellness,1,1,54.75,54.75,0,0,704.20,0.00,704.20,1
389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,19881226,1988-12-26,inpatient,1,1,1440.0,1440.0,1,0,1027.63,822.11,205.52,1
1037822919216517364,ANNA JAQUES HOSPITAL SUBACUTE UNIT,19890402,1989-04-02,ambulatory,1,1,15.0,15.0,0,0,516.95,413.56,103.39,1
137002283324145083,STURDY MEMORIAL HOSPITAL INC,19890408,1989-04-08,ambulatory,1,1,15.0,15.0,0,0,516.95,413.56,103.39,1
476697113556229311,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,19890511,1989-05-11,inpatient,1,1,3780.5,3780.5,1,0,5423.98,4060.99,1362.99,1
556944320275034302,PARADIGM HEALTHCARE  PC,19890721,1989-07-21,wellness,1,1,23.6,23.6,0,0,858.48,0.00,858.48,1
658306035533165929,VMD PRIMARY PROVIDERS MASSACHUSETTS PLLC,19890926,1989-09-26,wellness,1,1,21.583333333333332,21.583333333333332,0,0,1202.63,0.00,1202.63,1
164982158369714689,A&A HEALTHCARE LLC,19891213,1989-12-13,wellness,1,1,44.3,44.3,0,0,785.58,750.58,35.00,1
583341618173404851,HOLYOKE VISITING NURSE ASSOC,19900306,1990-03-06,emergency,1,1,60.0,60.0,0,1,8057.89,0.00,8057.89,1
39538555446517326,VNA & HOSPICE OF GREATER MILFORD,19900325,1990-03-25,emergency,1,1,60.0,60.0,0,1,146.18,96.18,50.00,1
965482326565273582,TIMOTHY DANIELS HOUSE,19900415,1990-04-15,emergency,1,1,60.0,60.0,0,1,5308.14,5273.14,35.00,1
703727186913582450,ASSOCIATED INTERNISTS OF RANDOLPH  INC.,19900429,1990-04-29,wellness,1,1,53.233333333333334,53.233333333333334,0,0,840.20,672.16,168.04,1
583341618173404851,HOLYOKE VISITING NURSE ASSOC,19900625,1990-06-25,emergency,1,1,60.0,60.0,0,1,87.71,0.00,87.71,1
965482326565273582,TIMOTHY DANIELS HOUSE,19900712,1990-07-12,emergency,1,1,60.0,60.0,0,1,87.71,52.71,35.00,1
679818074188163933,ARBOUR-FULLER HOSPITAL,19900725,1990-07-25,inpatient,1,1,17280.0,17280.0,1,0,146.18,111.18,35.00,1
965482326565273582,TIMOTHY DANIELS HOUSE,19900818,1990-08-18,emergency,1,1,60.0,60.0,0,1,146.18,111.18,35.00,1
1100386330438199965,WALTHAM WESTON INTERNAL MEDICINE ASSOCIATES  P.C.,19901221,1990-12-21,wellness,1,1,31.183333333333334,31.183333333333334,0,0,1868.62,1311.39,557.23,1
622746900524004548,WHITTIER REHABILTATION HOSPITAL,19901224,1990-12-24,ambulatory,1,1,37.11666666666667,37.11666666666667,0,0,948.35,0.00,948.35,1
814284400183858824,PRIMARY CARE NORTH PC,19910103,1991-01-03,wellness,1,1,15.0,15.0,0,0,704.20,0.00,704.20,1
410915144747947572,COOLEY DICKINSON HOSPITAL INC,19910107,1991-01-07,ambulatory,1,1,79.93333333333334,79.93333333333334,0,0,516.95,0.00,516.95,1
50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),19910119,1991-01-19,wellness,1,1,51.916666666666664,51.916666666666664,0,0,792.38,0.00,792.38,1
622746900524004548,WHITTIER REHABILTATION HOSPITAL,19910126,1991-01-26,inpatient,1,1,1440.0,1440.0,1,0,966.87,0.00,966.87,1
50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),19910126,1991-01-26,ambulatory,1,1,67.9,67.9,0,0,1064.04,0.00,1064.04,1
742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,19910223,1991-02-23,ambulatory,1,1,72.15,72.15,0,0,516.95,481.95,35.00,1
39538555446517326,VNA & HOSPICE OF GREATER MILFORD,19910314,1991-03-14,emergency,1,1,60.0,60.0,0,1,87.71,37.71,50.00,1
556944320275034302,PARADIGM HEALTHCARE  PC,19910802,1991-08-02,wellness,1,1,36.016666666666666,36.016666666666666,0,0,919.90,0.00,919.90,1
521143750033311203,SERENITY HILL NURSING CENTER,19911014,1991-10-14,emergency,1,1,420.0,420.0,0,1,146.18,111.18,35.00,1
39538555446517326,VNA & HOSPICE OF GREATER MILFORD,19911227,1991-12-27,emergency,1,1,60.0,60.0,0,1,5308.14,4246.51,1061.63,1
1100386330438199965,WALTHAM WESTON INTERNAL MEDICINE ASSOCIATES  P.C.,19911227,1991-12-27,wellness,1,1,37.766666666666666,37.766666666666666,0,0,1291.56,848.94,442.62,1
814284400183858824,PRIMARY CARE NORTH PC,19920109,1992-01-09,wellness,1,1,30.966666666666665,30.966666666666665,0,0,919.90,0.00,919.90,1
815218868737845247,Causeway OPC,19920709,1992-07-09,ambulatory,1,1,45.11666666666667,45.11666666666667,0,0,948.35,323.69,624.66,1
815218868737845247,Causeway OPC,19920813,1992-08-13,inpatient,1,1,1440.0,1440.0,1,0,966.87,773.50,193.37,1
160559015988030201,HEALTHFIRST FAMILY CARE CENTER INC,19921013,1992-10-13,wellness,1,1,24.866666666666667,24.866666666666667,0,0,704.20,0.00,704.20,1
583341618173404851,HOLYOKE VISITING NURSE ASSOC,19921120,1992-11-20,emergency,1,1,480.0,480.0,0,1,146.18,0.00,146.18,1
164982158369714689,A&A HEALTHCARE LLC,19921230,1992-12-30,wellness,1,1,45.766666666666666,45.766666666666666,0,0,1210.18,1175.18,35.00,1
1100386330438199965,WALTHAM WESTON INTERNAL MEDICINE ASSOCIATES  P.C.,19930101,1993-01-01,wellness,1,1,35.516666666666666,35.516666666666666,0,0,1507.26,1205.80,301.46,1
814284400183858824,PRIMARY CARE NORTH PC,19930123,1993-01-23,wellness,1,1,35.03333333333333,35.03333333333333,0,0,1069.06,668.84,400.22,1
679818074188163933,ARBOUR-FULLER HOSPITAL,19930512,1993-05-12,ambulatory,1,1,81.2,81.2,0,0,1379.75,1344.75,35.00,1
703727186913582450,ASSOCIATED INTERNISTS OF RANDOLPH  INC.,19930516,1993-05-16,wellness,1,1,37.63333333333333,37.63333333333333,0,0,704.20,563.36,140.84,1
679818074188163933,ARBOUR-FULLER HOSPITAL,19930728,1993-07-28,outpatient,1,1,35.666666666666664,35.666666666666664,0,0,740.69,705.69,35.00,1
658306035533165929,VMD PRIMARY PROVIDERS MASSACHUSETTS PLLC,19931019,1993-10-19,wellness,1,1,39.61666666666667,39.61666666666667,0,0,1071.59,0.00,1071.59,1
160559015988030201,HEALTHFIRST FAMILY CARE CENTER INC,19931019,1993-10-19,wellness,2,2,40.13333333333333,40.13333333333333,0,0,2580.84,0.00,2580.84,1
164982158369714689,A&A HEALTHCARE LLC,19940105,1994-01-05,wellness,1,1,34.36666666666667,34.36666666666667,0,0,860.16,825.16,35.00,1
703727186913582450,ASSOCIATED INTERNISTS OF RANDOLPH  INC.,19940522,1994-05-22,wellness,1,1,40.016666666666666,40.016666666666666,0,0,704.20,0.00,704.20,1
687244083159868427,MELROSEWAKEFIELD HEALTHCARE  INC,19940903,1994-09-03,outpatient,1,1,33.25,33.25,0,0,808.91,0.00,808.91,1
679818074188163933,ARBOUR-FULLER HOSPITAL,19941221,1994-12-21,outpatient,1,1,54.53333333333333,54.53333333333333,0,0,1603.49,1568.49,35.00,1
395615810080261442,ANNA JAQUES HOSPITAL SUBACUTE UNIT,19950104,1995-01-04,ambulatory,1,1,35.38333333333333,35.38333333333333,0,0,948.35,0.00,948.35,1
164982158369714689,A&A HEALTHCARE LLC,19950111,1995-01-11,wellness,1,1,36.9,36.9,0,0,1216.98,1166.98,50.00,1
1037822919216517364,ANNA JAQUES HOSPITAL SUBACUTE UNIT,19950119,1995-01-19,inpatient,1,1,1440.0,1440.0,1,0,1023.62,0.00,1023.62,1
742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,19950125,1995-01-25,ambulatory,1,1,15.0,15.0,0,0,234.71,184.71,50.00,1
814284400183858824,PRIMARY CARE NORTH PC,19950128,1995-01-28,wellness,1,1,56.483333333333334,56.483333333333334,0,0,1755.57,1218.06,537.51,1
50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),19950128,1995-01-28,wellness,1,1,31.5,31.5,0,0,1565.94,0.00,1565.94,1
363458983347729064,Fitchburg Outpatient Clinic,19950130,1995-01-30,ambulatory,1,1,341.06666666666666,341.06666666666666,0,0,1444.46,1155.57,288.89,1
687244083159868427,MELROSEWAKEFIELD HEALTHCARE  INC,19950715,1995-07-15,outpatient,1,1,56.11666666666667,56.11666666666667,0,0,1509.58,0.00,1509.58,1
556944320275034302,PARADIGM HEALTHCARE  PC,19950811,1995-08-11,wellness,1,1,54.38333333333333,54.38333333333333,0,0,840.20,790.20,50.00,1
742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,19951107,1995-11-07,ambulatory,1,1,88.0,88.0,0,0,516.95,481.95,35.00,1
164982158369714689,A&A HEALTHCARE LLC,19951115,1995-11-15,wellness,1,1,36.483333333333334,36.483333333333334,0,0,15835.89,15800.89,35.00,1
790885867393293671,DUTTON FAMILY CARE ASSOCIATES LLP,19951207,1995-12-07,wellness,1,1,48.15,48.15,0,0,778.78,0.00,778.78,1
742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,19951207,1995-12-07,ambulatory,1,1,60.266666666666666,60.266666666666666,0,0,516.95,481.95,35.00,1
50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),19960106,1996-01-06,outpatient,1,1,47.15,47.15,0,0,808.91,0.00,808.91,1
742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,19960106,1996-01-06,ambulatory,1,1,73.65,73.65,0,0,516.95,481.95,35.00,1
164982158369714689,A&A HEALTHCARE LLC,19960117,1996-01-17,wellness,1,1,49.45,49.45,0,0,1997.47,1962.47,35.00,1
814284400183858824,PRIMARY CARE NORTH PC,19960118,1996-01-18,wellness,1,1,47.166666666666664,47.166666666666664,0,0,1050.78,0.00,1050.78,1
742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,19960131,1996-01-31,ambulatory,1,1,234.71666666666667,234.71666666666667,0,0,3105.35,3070.35,35.00,1
537663206495302230,MELROSE FAMILY OPTICIANS LLC,19960203,1996-02-03,wellness,1,1,55.1,55.1,0,0,933.06,0.00,933.06,1
